abs.name
4103 acacia pycnantha
monomorium sydneyense
pultenaea daphnoides
rhytidoponera metallica
4105 pultenaea daphnoides
rhytidoponera metallica
80130 pheidole noda
tetramorium tsushimae
49681 chelidonium majus
lasius niger
49682 chelidonium majus
lasius niger
myrmica rubra
viola odorata
49684 chelidonium majus
lasius niger
myrmica rubra
viola odorata
6683 veromessor andrei
12720 viola odorata
23592 myrmica punctiventris
26666 aphaenogaster longiceps
26669 aphaenogaster longiceps
camponotus consobrinus
rhytidoponera metallica
32306 croton sonderianus
dinoponera quadriceps
ectatomma muticum
jatropha mollissima
35379 helleborus foetidus
35383 helleborus foetidus
85567 hepatica nobilis
myrmica ruginodis
87622 plantago insularis
pogonomyrmex rugosus
schismus arabicus
veromessor pergandei
45127 lasius fuliginosus
myrmica ruginodis
temnothorax nylanderi
87139 lasius niger
luzula campestris
polygala vulgaris
tetramorium caespitum
61527 aphaenogaster carolinensis
solenopsis invicta
viola pedata
79455 chelidonium majus
lasius niger
myrmica rubra
viola odorata
73518 ulex europaeus
82449 myrmica ruginodis
87664 carex pilulifera
myrmica ruginodis
22140 euphorbia characias
rhamnus alaternus
22142 linepithema humile
rhamnus alaternus
19071 corydalis cava
myrmica rubra
25728 hardenbergia violacea
21129 myrmica ruginodis
tetramorium caespitum
ulex minor
81548 datura wrightii
pogonomyrmex californicus
87181 aphaenogaster rudis
pogonomyrmex rugosus
38032 acacia dealbata
36035 ricinus communis
45717 jatropha hieronymi
70596 pultenaea daphnoides
rhytidoponera metallica
10949 leucospermum truncatulum
675 camponotus cruentatus
cataglyphis velox
helleborus foetidus
plagiolepis pygmaea
47287 forelius analis
turnera ulmifolia
24250 eragrostis eriopoda
27839 mercurialis perennis
35009 acacia concurrens
pheidole megacephala
60099 centaurea eriophora
53445 carex tristachya
36038 ricinus communis
42696 atta sexdens
mabea fistulifera
42698 acromyrmex subterraneus
atta sexdens
mabea fistulifera
9933 polygala vayredae
41172 formica rufa
lasius niger
46805 acacia retinodes
linepithema humile
polygala myrtifolia
rhytidoponera victoriae
10461 aphaenogaster beccarii
diacamma rugosum
dolichoderus affinis
leptogenys kitteli
odontomachus circulus
odontoponera transversa
81126 helleborus foetidus
2275 jatropha excisa
21222 camponotus cruentatus
lasius grandis
pheidole pallidula
2279 pogonomyrmex cunicularius
31464 asarum canadense
5866 euphorbia characias
69356 croton sonderianus
dinoponera quadriceps
ectatomma muticum
jatropha mollissima
27886 balsamorhiza sagittata
6525 aphaenogaster iberica
helleborus foetidus
82167 camponotus cruentatus
formica lugubris
helleborus foetidus
41729 atta sexdens
croton priscus
50946 dianthus barbatus
grevillea rosmarinifolia
iridomyrmex purpureus
nigella damascena
viola odorata
3844 rhamnus alaternus
34053 messor barbarus
ulex parviflorus
82694 aphaenogaster iberica
helleborus foetidus
3847 aphaenogaster senilis
rhamnus alaternus
25365 helleborus foetidus
84256 alchornea glandulosa
cabralea canjerana
citharexylum myrianthum
pachycondyla striata
ricinus communis
43302 alchornea glandulosa
cabralea canjerana
citharexylum myrianthum
pachycondyla striata
296 messor capensis
portulacaria afra
43310 alchornea glandulosa
cabralea canjerana
citharexylum myrianthum
pachycondyla striata
ricinus communis
35632 hepatica nobilis
myrmica ruginodis
21300 helleborus foetidus
45890 plantago insularis
schismus arabicus
veromessor pergandei
30020 carex pilulifera
formica fusca
leptothorax acervorum
myrmica ruginodis
30537 dicentra peregrina
formica gagatoides
82914 corydalis cava
myrmica rubra
81745 myrmica ruginodis
tetramorium caespitum
ulex minor
29011 erythronium japonicum
29012 fritillaria koidzumiana
19342 chelidonium majus
scilla bifolia
temnothorax crassispinus
2278 jatropha excisa
pogonomyrmex cunicularius
42866 formica polyctena
40824 lasius niger
luzula campestris
polygala vulgaris
tetramorium caespitum
6523 camponotus cruentatus
formica lugubris
helleborus foetidus
6524 camponotus cruentatus
formica lugubris
helleborus foetidus
68477 messor capensis
portulacaria afra
78997 acacia retinodes
linepithema humile
polygala myrtifolia
rhytidoponera victoriae
53124 trillium apetalon
62861 aphaenogaster rudis
asarum canadense
myrmica rubra
16782 corydalis intermedia
27023 centaurea corymbosa
euphorbia characias
72598 lasius fuliginosus
myrmica ruginodis
temnothorax nylanderi
6046 leucospermum glabrum
mimetes pauciflorus
55203 aphaenogaster rudis
asarum canadense
sanguinaria canadensis
trillium grandiflorum
88489 aphaenogaster rudis
