abs.name
82693 polemonium viscosum
9606 solenopsis invicta
triadica sebifera
66866 maprounea brasiliensis
3212 chamaecrista desvauxii
48141 anoplolepis gracilipes
morinda citrifolia
22286 acacia cornigera
acacia farnesiana
acacia hindsii
prosopis juliflora
pseudomyrmex ferrugineus
60525 dolichoderus thoracicus
passiflora siamica
22289 acacia cornigera
nicotiana langsdorffii
nicotiana sanderae
prosopis juliflora
49943 humboldtia brunonis
technomyrmex albipes
49944 crematogaster dohrni
humboldtia brunonis
myrmicaria brunnea
technomyrmex albipes
45850 chamaecrista fasciculata
83740 chamaecrista nictitans
42398 crotalaria pallida
56992 acacia constricta
68898 phaseolus lunatus
79579 phaseolus lunatus
ricinus communis
68981 triadica sebifera
78624 acacia cornigera
acacia farnesiana
acacia hindsii
prosopis juliflora
pseudomyrmex ferrugineus
8621 cephalotes pusillus
44080 prunus avium
84401 ectatomma ruidum
passiflora auriculata
27954 camponotus planatus
chamaecrista fasciculata
dorymyrmex bureni
forelius pruinosus
opuntia stricta
pseudomyrmex gracilis
solenopsis invicta
32307 camponotus crassus
74057 crematogaster dohrni
humboldtia brunonis
myrmicaria brunnea
technomyrmex albipes
68111 phaseolus lunatus
10429 cedrela odorata
43199 brachymyrmex obscurior
camponotus tortuganus
conocarpus erectus
crematogaster lucayana
crematogaster steinheili
dorymyrmex pyramicus
pseudomyrmex pallidus
70610 populus tremuloides
71584 phaseolus lunatus
70212 passiflora edulis
46919 chamaecrista nictitans
10252 humboldtia brunonis
36299 prunus persica
68019 ricinus communis
73168 triadica sebifera
60754 mallotus japonicus
20948 polemonium viscosum
88031 acacia decurrens
3290 phaseolus lunatus
66959 phaseolus lunatus
37605 crematogaster opuntiae
liometopum apiculatum
24801 phaseolus lunatus
30692 phaseolus lunatus
30693 phaseolus lunatus
37606 crematogaster opuntiae
liometopum apiculatum
23533 crotalaria pallida
66798 vigna adenantha
70767 cucurbita pepo
passiflora edulis
80338 phaseolus lunatus
79784 chamaecrista fasciculata
13941 azteca andreae
cecropia obtusa
41228 cedrela fissilis
17531 lasius niger
vicia faba
79997 phaseolus lunatus
32704 rosa dumalis
vicia sepium
1032 banisteriopsis malifolia
camponotus crassus
87346 qualea grandiflora
41228 cedrela fissilis
22289 acacia cornigera
nicotiana langsdorffii
nicotiana sanderae
prosopis juliflora
39827 anemopaegma album
anemopaegma scabriusculum
84889 chamaecrista nictitans
70212 passiflora edulis
42398 crotalaria pallida
56992 acacia constricta
78622 acacia saligna
iridomyrmex chasei
linepithema humile
pheidole megacephala
30375 paulownia tomentosa
63913 anoplolepis tenella
8621 cephalotes pusillus
44080 prunus avium
70792 crotalaria pallida
66866 maprounea brasiliensis
32307 camponotus crassus
37813 camponotus acvapimensis
pseudocedrela kotschyi
72250 vicia faba
